8.837684086684477469e-01,8.962472858603993953e-02,8.686230133018626454e-01,1.208932300895776690e-01
8.788747907899088219e-01,8.680765479308252819e-02,8.577658390146782885e-01,1.308239452108547474e-01
8.899364110373575443e-01,9.631384614027359292e-02,8.927373138497940452e-01,8.260619915766061194e-02
8.959214645965318802e-01,9.663483290145798155e-02,8.744039380551266172e-01,9.133812480768184472e-02
